3,5017,1,7897
0,7897,1,11737
6,11737,1,15577
2,15577,1,17497
4,17497,1,19417
1,19417,0
2,19777,0
3,20137,0
0,20497,0
3,20857,0
2,21097,0
5,21337,0
4,21697,0
3,22057,0
2,22417,0
1,22657,0
3,22777,0
2,22897,0
4,23017,0
3,23137,0
6,23257,0
5,23617,0
4,23977,0
3,24337,0
2,24697,0
4,24937,0
0,25177,0
1,25537,0
2,25897,0
3,26257,0
5,26497,0
3,26617,0
4,26737,0
2,26857,0
3,26977,0
0,27097,0
1,27457,0
2,27817,0
0,28177,0
3,28537,0
2,28777,0
5,29017,0
4,29377,0
3,29737,0
2,30097,0
1,30337,0
3,30457,0
2,30577,0
4,30697,0
3,30817,0
6,30937,0
5,31297,0
4,31657,0
3,32017,0
2,32377,0
4,32617,0
0,32857,0
1,33217,0
2,33577,0
3,33937,0
3,34177,0
1,34297,1,34657
2,34297,1,34657
4,34297,1,34657
5,34297,1,34657
0,34777,1,36457
2,34777,0
4,34777,0
6,34777,1,36457
5,36697,0
6,36697,0
3,36757,0
5,36817,0
6,36817,0
0,36937,0
1,36937,0
3,36997,0
0,37057,0
1,37057,0
2,37177,0
4,37177,0
5,37297,0
6,37297,0
3,37357,0
0,37417,0
1,37417,0
2,37537,0
4,37537,0
5,37657,0
6,37657,0
3,37717,0
0,37777,0
1,37777,0
3,37837,0
5,37897,0
6,37897,0
2,38017,0
4,38017,0
3,38077,0
1,38137,0
5,38137,0
2,38257,0
4,38257,0
3,38317,0
1,38377,0
5,38377,0
1,38497,0
5,38497,0
0,38617,1,40297
2,38617,0
4,38617,0
6,38617,1,40297
0,40537,0
1,40537,0
3,40597,0
0,40657,0
1,40657,0
5,40777,0
6,40777,0
3,40837,0
5,40897,0
6,40897,0
2,41017,0
4,41017,0
0,41137,0
1,41137,0
3,41197,0
5,41257,0
6,41257,0
2,41377,0
4,41377,0
0,41497,0
1,41497,0
3,41557,0
5,41617,0
6,41617,0
3,41677,0
0,41737,0
1,41737,0
2,41857,0
4,41857,0
3,41917,0
1,41977,0
5,41977,0
2,42097,0
4,42097,0
3,42157,0
1,42217,0
5,42217,0
1,42337,0
5,42337,0
0,42457,1,44137
2,42457,0
4,42457,0
6,42457,1,44137
4,44377,0
6,44377,0
1,44437,0
4,44497,0
6,44497,0
0,44617,0
2,44617,0
5,44677,0
0,44737,0
2,44737,0
1,44857,0
5,44857,0
4,44977,0
6,44977,0
3,45037,0
0,45097,0
2,45097,0
1,45217,0
5,45217,0
4,45337,0
6,45337,0
1,45397,0
4,45457,0
6,45457,0
3,45517,0
0,45577,0
2,45577,0
5,45697,0
6,45697,0
3,45757,0
0,45817,0
1,45817,0
0,45937,0
1,45937,0
3,45997,0
5,46057,0
6,46057,0
2,46177,0
4,46177,0
0,46297,1,47977
1,46297,0
5,46297,0
6,46297,1,47977
0,48217,0
2,48217,0
5,48277,0
0,48337,0
2,48337,0
4,48457,0
6,48457,0
1,48517,0
4,48577,0
6,48577,0
1,48697,0
5,48697,0
0,48817,0
2,48817,0
3,48877,0
4,48937,0
6,48937,0
1,49057,0
5,49057,0
0,49177,0
2,49177,0
5,49237,0
0,49297,0
2,49297,0
3,49357,0
4,49417,0
6,49417,0
0,49537,0
1,49537,0
3,49597,0
5,49657,0
6,49657,0
5,49777,0
6,49777,0
3,49837,0
0,49897,0
1,49897,0
2,50017,0
4,50017,0
0,50137,1,50377
3,50137,1,50377
5,50137,0
6,50137,1,50257
1,50377,0
3,50497,0
4,50497,1,50857
6,50497,1,50857
0,50617,1,50857
2,50617,1,50857
3,50857,0
0,51097,1,51217
1,51097,0
3,51097,1,51337
6,51097,1,51337
5,51337,0
0,51457,1,51817
2,51457,1,51817
3,51457,0
4,51577,1,51817
6,51577,1,51817
3,51817,0
1,52057,1,52297
3,52057,1,52297
5,52057,1,52177
6,52057,0
2,52297,0
3,52417,0
4,52417,1,52777
6,52417,1,52777
0,52537,1,52777
2,52537,1,52777
3,52777,0
0,53017,0
1,53017,1,53137
3,53017,1,53257
5,53017,1,53257
4,53257,0
0,53377,1,53737
2,53377,1,53737
3,53377,0
4,53497,1,53737
6,53497,1,53737
3,53737,0
0,53977,0
2,53977,0
5,53977,0
0,54157,0
2,54157,0
4,54337,0
6,54337,0
1,54457,0
3,54457,0
5,54457,0
1,54637,0
3,54637,0
0,54817,0
2,54817,0
1,54937,0
4,54937,0
6,54937,0
4,55117,0
6,55117,0
0,55297,0
2,55297,0
1,55417,0
3,55417,0
5,55417,0
3,55597,0
5,55597,0
4,55777,0
6,55777,0
0,55897,0
4,55897,0
6,55897,0
2,55957,0
1,56017,0
5,56017,0
3,56077,0
0,56137,0
6,56137,0
2,56197,0
4,56257,0
5,56257,0
3,56317,0
1,56377,0
6,56377,0
4,56437,0
0,56497,0
2,56497,0
3,56557,0
6,56557,0
1,56617,0
5,56617,0
4,56677,0
0,56737,0
2,56737,0
3,56797,0
1,56857,0
4,56857,1,57697
5,56857,0
6,56857,1,57697
0,57097,1,57697
2,57337,1,57697
1,57817,0
4,57817,0
6,57817,0
3,57937,0
0,58057,0
2,58057,0
5,58057,0
4,58177,0
0,58297,0
1,58297,0
6,58297,0
2,58357,0
3,58417,0
1,58477,0
0,58537,0
4,58537,0
5,58537,0
3,58597,0
2,58657,0
1,58717,0
0,58777,0
5,58777,0
6,58777,0
4,58837,0
3,58897,0
5,58957,0
0,59017,0
2,59017,0
6,59017,0
3,59077,0
4,59137,0
5,59197,0
0,59257,0
1,59257,0
6,59257,0
2,59317,0
3,59377,0
1,59437,0
0,59497,0
4,59497,0
5,59497,0
3,59557,0
2,59617,0
1,59677,0
0,59737,0
5,59737,0
6,59737,0
4,59797,0
3,59857,0
2,59917,0
1,59977,0
4,59977,0
5,59977,0
3,60097,0
0,60217,0
5,60217,0
6,60217,0
4,60277,0
3,60337,0
5,60397,0
1,60457,0
2,60457,0
6,60457,0
3,60517,0
4,60577,0
5,60637,0
0,60697,0
1,60697,0
6,60697,0
2,60757,0
3,60817,0
1,60877,0
0,60937,0
4,60937,0
6,60937,0
3,60997,0
2,61057,0
1,61117,0
0,61177,0
5,61177,0
6,61177,0
4,61237,0
3,61297,0
5,61357,0
0,61417,0
2,61417,0
6,61417,0
3,61477,0
0,61537,0
1,61537,0
