2,2400,1,2700
3,2550,1,2700
0,2700,1,2850
2,2850,1,3000
1,3000,1,3150
3,3150,1,3300
1,3300,1,3450
2,3450,1,3600
0,3600,1,3900
1,3750,1,4050
3,3900,1,4200
0,4050,1,4200
2,4200,1,4350
1,4350,1,4500
2,4500,1,4650
0,4650,1,4800
3,4800,1,5100
1,4800,1,4950
2,4950,1,5250
1,5100,1,5400
3,5250,1,5550
0,5400,1,5550
2,5550,1,5850
0,5700,1,6000
3,5850,1,6000
1,6000,1,6300
2,6000,1,6150
0,6150,1,6600
2,6300,1,6600
1,6450,1,6750
3,6600,1,6750
2,6675,1,6825
0,6750,1,6900
3,6825,1,6975
1,6900,1,7050
2,6975,1,7125
0,7050,1,7175
1,7125,1,7200
2,7200,1,7325
3,7200,1,7275
0,7250,1,7425
1,7300,1,7375
3,7350,1,7425
2,7400,1,7475
1,7450,1,7525
0,7500,1,7575
3,7500,0
1,7650,1,7725
0,7650,1,7950
2,7700,1,8000
3,7750,1,8025
1,7800,1,7975
2,8100,1,8175
1,8100,1,8400
3,8150,1,8325
0,8200,1,8550
2,8250,1,8475
3,8400,1,8550
1,8475,1,8625
2,8550,1,8700
3,8625,1,8775
1,8700,1,8850
0,8700,1,8775
2,8775,1,8925
0,8850,1,9150
3,8925,1,9075
2,9000,1,9225
1,9075,1,9225
3,9150,1,9300
0,9225,1,9375
1,9300,1,9525
2,9300,1,9450
3,9375,1,9525
0,9450,1,9525
2,9525,1,9600
1,9600,1,9725
0,9600,1,9675
3,9650,1,9825
2,9700,1,9775
0,9750,1,9825
1,9800,1,9875
2,9850,1,9925
3,9900,1,9975
0,9900,0
2,10050,1,10125
3,10050,1,10350
1,10100,1,10400
0,10150,1,10425
2,10200,1,10375
1,10500,1,10575
2,10500,1,10725
0,10550,1,10725
3,10600,1,10800
1,10650,1,10875
2,10800,1,10950
0,10800,0
3,10875,1,11025
0,10950,1,11100
1,10950,0
3,11100,0
1,11100,1,11250
0,11175,1,11325
2,11250,0
3,11250,1,11400
0,11400,0
2,11400,1,11700
3,11475,1,11625
0,11550,1,11700
1,11550,1,11625
3,11700,0
1,11700,1,11925
0,11775,1,11850
3,11850,1,12000
2,11850,1,12000
0,11925,1,12000
1,12000,1,12075
1,12150,1,12225
1,12300,1,12375
1,12450,1,12525
1,12600,1,12675
1,12750,1,12825
1,12900,1,12975
2,13200,1,13275
2,13350,1,13425
2,13500,1,13575
2,13650,1,13725
2,13800,1,13875
2,13950,1,14025
2,14100,1,14175
0,14400,1,14475
0,14550,1,14625
0,14700,1,14775
0,14850,1,14925
0,15000,1,15075
0,15150,1,15225
0,15300,1,15375
3,15600,1,15675
3,15750,1,15825
3,15900,1,15975
3,16050,1,16125
3,16200,1,16275
3,16350,1,16425
3,16500,1,16575
3,16650,1,16725
2,16800,1,16875
2,16950,1,17025
2,17100,1,17175
3,17100,0
1,17100,0
2,17250,1,17325
2,17400,1,17475
2,17550,1,17625
2,17700,1,17775
1,17700,0
0,17700,0
1,18000,1,18075
1,18150,1,18225
1,18300,1,18375
3,18300,0
0,18300,0
1,18450,1,18525
1,18600,1,18675
1,18750,1,18825
1,18900,1,18975
3,18900,0
2,18900,0
3,19200,1,19275
3,19350,1,19425
0,19500,0
2,19500,0
3,19500,1,19575
3,19650,1,19725
3,19800,1,19875
3,19950,1,20025
1,20100,0
0,20100,0
3,20100,1,20175
0,20400,1,20475
0,20550,1,20625
0,20700,1,20775
1,20700,0
2,20700,0
0,20850,1,20925
3,20925,0
0,21000,1,21075
3,21075,0
0,21150,1,21225
0,21300,1,21375
2,21300,0
3,21300,1,21525
0,21450,1,21525
1,21600,1,21675
3,21600,1,22125
2,21600,1,21750
0,21675,0
1,21750,1,21825
1,21900,1,21975
0,21900,0
2,21900,0
1,22050,1,22125
2,22125,0
1,22200,1,22275
3,22200,1,22350
0,22275,0
1,22350,1,22425
1,22500,1,22575
3,22500,0
2,22500,1,22650
0,22575,0
3,22650,1,22800
0,22725,0
2,22800,1,22875
1,22800,1,22950
3,22875,0
2,22950,1,23025
2,23100,1,23175
3,23100,0
0,23100,1,23250
2,23250,1,23325
0,23325,0
2,23400,1,23475
1,23400,1,23550
3,23475,0
2,23550,1,23625
1,23700,0
2,23700,1,23775
0,23700,1,23850
3,23775,0
1,23850,1,24000
3,23925,0
0,24000,1,24075
2,24000,1,24075
1,24075,0
0,24150,1,24225
2,24150,1,24300
0,24300,1,24375
1,24300,0
3,24300,1,24375
0,24450,1,24525
3,24450,1,24600
2,24525,0
0,24600,1,24675
1,24600,1,24675
3,24675,0
0,24750,1,24825
1,24750,1,24900
2,24900,0
0,24900,1,24975
3,24900,1,25050
1,24975,0
2,25050,1,25200
1,25125,0
3,25200,1,25275
0,25200,1,25275
2,25275,0
3,25350,1,25425
0,25350,1,25500
3,25500,1,25575
2,25500,0
1,25500,1,25575
3,25650,1,25725
1,25650,1,25800
0,25725,0
2,25725,0
3,25800,1,25875
0,25875,0
3,25950,1,26025
2,25950,1,26100
0,26100,0
3,26100,1,26175
1,26100,1,26250
2,26175,0
3,26250,1,26325
2,26400,1,26475
0,26400,1,26625
1,26400,1,26550
3,26475,0
2,26550,1,26625
1,26625,0
2,26700,1,26775
0,26700,1,26850
1,26775,0
2,26850,1,26925
3,26925,0
0,27000,1,27075
1,27000,1,27150
2,27075,0
0,27150,1,27225
2,27225,0
0,27300,1,27375
3,27300,1,27450
1,27375,0
2,27450,0
0,27525,0
1,27600,1,27675
2,27600,1,27825
3,27600,1,27750
0,27675,0
1,27750,1,27825
3,27825,0
1,27900,1,27975
2,27900,1,28050
3,27975,0
1,28050,1,28125
0,28125,0
2,28200,1,28275
3,28200,1,28350
1,28275,0
2,28350,1,28425
1,28425,0
2,28500,1,28575
0,28500,1,28650
3,28575,0
1,28650,0
2,28725,0
3,28800,1,28875
1,28800,1,29025
0,28800,1,28950
2,28875,0
3,28950,1,29025
0,29025,0
3,29100,1,29175
2,29100,1,29250
1,29100,1,29325
0,29175,0
3,29250,1,29325
1,29400,1,29475
0,29400,1,29550
2,29400,1,29625
1,29550,1,29625
1,29700,1,29775
2,29700,1,29850
3,29700,1,29925
0,30000,1,30075
0,30150,1,30225
0,30300,1,30375
0,30450,1,30525
3,30600,1,30675
3,30750,1,30825
2,30900,1,30975
2,31050,1,31125
1,31200,0
0,31200,0
3,31200,0
2,31350,0
1,31400,0
0,31450,0
2,31500,0
3,31500,0
0,31575,0
1,31650,0
2,31700,0
3,31750,0
1,31800,0
0,31800,0
3,31875,0
2,31950,0
1,32000,0
0,32050,0
2,32100,0
3,32100,0
0,32175,0
1,32250,0
2,32300,0
3,32350,0
1,32400,1,32550
0,32400,1,32475
2,32475,1,32625
0,32550,1,32700
1,32625,1,32775
3,32625,1,32700
2,32700,1,32775
3,32775,1,32925
0,32775,1,32850
2,32850,1,32925
1,32850,1,33000
0,32925,1,33075
2,33000,1,33150
3,33000,1,33075
1,33075,1,33225
3,33150,1,33300
2,33225,1,33375
0,33225,1,33300
1,33300,1,33375
0,33375,1,33525
3,33375,1,33450
1,33450,1,33525
2,33450,1,33600
3,33525,1,33600
1,33600,0
0,33600,0
3,33675,0
2,33750,0
1,33800,0
0,33850,0
2,33900,0
3,33900,0
0,33975,0
1,34050,0
2,34100,0
3,34150,0
1,34200,0
0,34200,0
3,34275,0
2,34350,0
1,34400,0
0,34450,0
2,34500,0
3,34500,0
0,34575,0
1,34650,0
2,34700,0
3,34750,0
1,34800,1,34950
0,34800,1,34875
2,34875,1,35025
0,34950,1,35100
