1,769,1,829
0,829,1,889
2,889,1,949
1,949,1,1009
0,1009,1,3889
3,1009,1,1069
2,1009,1,1729
3,1249,1,1309
1,1489,1,1549
1,1729,1,1969
3,1729,1,1789
3,1969,1,2449
2,1969,1,2029
1,2209,1,2269
1,2449,1,2929
2,2449,1,2509
3,2689,1,2749
3,2929,1,3649
2,2929,1,2989
1,3169,1,3229
2,3409,1,3469
2,3649,1,4369
1,3649,1,3709
1,3889,1,4849
3,3889,1,3949
0,4129,1,4189
0,4369,1,4849
3,4369,1,4429
2,4609,1,4669
2,4849,1,6769
3,4849,1,5569
1,5089,1,5149
0,5329,1,5389
0,5569,1,5809
1,5569,1,5629
3,5809,1,6289
1,5809,1,5869
0,6049,1,6109
1,6289,1,6769
0,6289,1,6349
3,6529,1,6589
3,6769,1,7729
0,6769,1,7489
2,7009,1,7069
1,7249,1,7309
1,7489,1,7969
2,7489,1,7549
0,7729,1,8629
2,7729,1,7789
3,7969,1,8029
2,7969,1,8389
3,8209,1,8629
1,8209,1,8389
2,8449,1,8629
1,8449,1,8629
3,8689,1,10129
0,8689,1,8749
1,8689,1,8749
2,8689,1,8749
2,8809,1,8869
0,8929,1,8989
0,9049,1,9109
2,9049,1,9109
2,9169,1,9229
0,9409,1,9469
2,9409,1,9469
0,9529,1,9589
1,9649,1,9709
1,9769,1,9829
2,9769,1,9829
0,9889,1,9949
2,9889,1,9949
0,10009,1,10069
2,10129,1,10369
1,10129,1,10189
1,10369,1,10489
3,10369,1,10529
0,10449,1,10529
2,10529,1,10629
0,10609,1,12469
1,10609,1,10669
3,10729,1,10789
1,10849,1,10909
3,10969,1,11029
1,10969,1,11029
3,11089,1,11149
2,11209,1,11269
1,11329,1,11389
2,11329,1,11389
1,11449,1,11509
3,11569,1,11629
3,11689,1,11749
2,11689,1,11749
2,11809,1,11869
1,11929,1,11989
2,12049,1,12109
3,12049,1,12109
1,12109,1,12169
3,12169,1,12229
1,12229,1,12289
3,12289,1,12349
1,12349,1,12409
3,12409,1,12469
2,12422,1,12475
1,12469,1,12529
3,12529,1,13009
2,12529,1,12769
0,12529,1,12649
0,12769,1,13249
1,12769,1,12889
1,13009,1,13489
2,13009,1,13129
3,13249,1,13369
2,13249,1,13729
3,13489,1,13969
0,13489,1,13609
1,13729,1,13849
0,13729,1,14209
1,13969,1,14209
2,13969,1,14089
2,14209,1,14269
3,14209,1,14269
1,14269,1,14329
0,14329,1,14569
1,14389,1,14569
2,14449,1,14929
3,14449,1,14569
3,14689,1,15169
1,14689,1,14809
1,14929,1,15409
0,14929,1,15049
2,15169,1,15289
0,15169,1,15649
2,15409,1,15649
3,15409,1,15529
1,15649,1,15889
3,15649,1,15709
3,15769,1,15889
0,15769,1,15829
0,15889,1,16249
2,15889,1,16009
1,16129,1,16249
2,16129,1,16369
0,16369,1,16849
1,16369,1,16609
3,16369,1,16489
3,16609,1,17089
2,16609,1,16729
2,16849,1,17329
1,16849,1,16969
1,17089,1,17569
0,17089,1,17209
0,17329,1,17809
3,17329,1,17449
2,17569,1,18049
3,17569,1,17689
3,17809,1,18049
1,17809,1,17929
0,18049,1,18109
1,18049,1,18109
2,18109,1,18169
3,18169,1,18409
2,18229,1,18409
0,18289,1,18769
1,18289,1,18409
1,18529,1,19009
2,18529,1,18649
2,18769,1,19129
3,18769,1,18889
0,19009,1,19129
3,19009,1,19489
1,19249,1,19489
2,19249,1,19369
0,19249,1,19369
0,19489,1,19549
2,19489,1,19729
3,19609,1,19669
0,19609,1,19849
3,19729,1,19849
1,19729,1,19789
2,19849,1,19909
1,19849,1,19969
0,19969,1,20149
2,19969,1,20089
3,19969,1,20029
1,20029,1,20149
3,20089,1,20149
2,20149,1,20209
0,20209,1,20689
1,20209,1,20449
3,20209,1,20329
2,20329,1,20389
3,20449,1,20929
2,20449,1,20569
1,20569,1,20629
2,20689,1,21169
1,20689,1,20809
0,20809,1,20869
0,20929,1,21049
1,20929,1,21409
3,21049,1,21109
0,21169,1,21649
3,21169,1,21289
2,21289,1,21349
2,21409,1,21529
3,21409,1,21889
1,21529,1,21589
2,21649,1,21889
1,21649,1,21769
0,21769,1,21829
1,21889,1,21949
0,21889,1,21949
2,21949,1,22009
3,22009,1,22189
2,22069,1,22249
1,22129,1,22609
0,22129,1,22249
3,22249,1,22309
0,22369,1,22849
2,22369,1,22489
3,22489,1,22549
2,22609,1,23089
3,22609,1,22729
1,22729,1,22789
1,22849,1,22969
3,22849,1,23329
0,22969,1,23029
1,23089,1,23329
0,23089,1,23209
2,23209,1,23269
2,23329,1,23569
0,23329,1,23389
1,23389,1,23449
0,23449,1,23569
3,23449,1,23509
3,23569,1,23689
1,23569,1,23689
2,23689,1,23809
1,23749,1,23809
0,23809,1,23929
3,23809,1,23929
1,23929,1,24049
3,24049,1,24409
2,24049,1,24109
0,24049,1,24109
2,24169,1,24229
0,24289,1,24349
1,24289,1,24649
0,24409,1,24469
2,24529,1,24769
3,24529,1,24589
3,24649,1,24709
0,24769,1,24889
1,24769,1,24889
2,24829,1,24889
3,24889,1,25129
2,24949,1,25129
1,25009,1,25069
0,25009,1,25369
1,25129,1,25189
3,25249,1,25609
2,25249,1,25309
2,25369,1,25429
1,25489,1,25729
0,25489,1,25549
0,25609,1,25669
2,25729,1,25849
3,25729,1,25849
1,25789,1,25849
0,25849,1,26029
1,25909,1,26089
2,25969,1,26209
3,25969,1,26029
3,26089,1,26329
0,26089,1,26149
0,26209,1,26449
1,26209,1,26269
1,26329,1,26449
2,26329,1,26389
3,26449,1,26569
2,26449,1,26569
0,26509,1,26629
1,26569,1,26629
2,26629,1,26689
1,26689,1,26809
3,26689,1,26809
0,26749,1,26869
2,26809,1,26869
1,26869,1,26929
0,26929,1,26989
3,26929,1,26989
2,26929,1,26989
3,27169,1,27229
3,27409,1,27469
3,27649,1,27709
0,27889,1,28369
3,27889,1,27949
3,28129,1,28189
2,28369,1,28429
3,28369,1,28549
0,28489,1,28549
2,28489,1,28789
0,28609,1,28789
1,28609,1,28789
3,28609,1,28789
2,28849,1,28909
0,28849,1,28909
3,28849,1,28909
1,28909,1,28969
3,28969,1,29029
1,29029,1,29089
2,29089,1,29149
3,29089,1,29149
0,29089,1,29209
1,29149,1,29269
2,29209,1,29329
3,29269,1,29389
1,29329,1,29389
0,29329,1,29389
2,29389,1,29449
0,29449,1,29509
2,29509,1,29569
0,29569,1,29629
1,29569,1,29629
3,29569,1,29689
2,29629,1,29749
1,29689,1,29809
0,29749,1,29869
2,29809,1,29869
3,29809,1,29869
1,29869,1,29929
2,29929,1,29989
1,29989,1,30049
3,30049,1,30109
0,30049,1,30109
2,30049,1,30169
1,30109,1,30229
3,30169,1,30289
2,30229,1,30349
0,30289,1,30349
1,30289,1,30349
3,30349,1,30409
1,30409,1,30469
3,30469,1,30529
0,30529,1,30589
1,30529,1,30589
2,30529,1,30649
3,30589,1,30649
0,30649,1,30709
1,30649,1,30709
2,30709,1,30769
3,30709,1,30769
1,30769,1,30829
0,30769,1,30829
2,30829,1,30889
1,30889,1,30949
2,30949,1,31009
0,31009,1,31069
3,31009,1,31069
1,31009,1,31129
2,31069,1,31189
0,31129,1,31249
1,31189,1,31309
2,31249,1,31309
3,31249,1,31309
0,31309,1,31369
3,31369,1,31429
0,31429,1,31489
1,31489,1,31549
3,31489,1,31549
2,31489,1,31609
0,31549,1,31669
3,31609,1,31729
2,31669,1,31789
0,31729,1,31789
1,31729,1,31789
3,31789,1,31849
0,31849,1,31909
2,31849,1,31909
1,31909,1,31969
3,31909,1,31969
2,31969,1,32029
0,31969,1,32089
1,32029,1,32089
2,32089,1,32149
3,32089,1,32149
1,32149,1,32209
0,32209,1,32269
3,32209,1,32269
2,32269,1,32329
0,32329,1,32389
1,32329,1,32389
3,32389,1,32449
2,32449,1,32509
1,32449,1,32509
0,32449,1,32569
3,32509,1,32569
2,32569,1,32629
1,32569,1,32689
0,32629,1,32689
2,32689,1,32749
3,32689,1,32749
1,32729,1,32789
0,32769,1,32829
3,32809,1,32869
2,32929,1,32989
0,32929,1,32989
1,32989,1,33049
3,33049,1,33109
2,33069,1,33129
0,33089,1,33149
1,33169,1,33229
3,33169,1,33289
