0,672,0
1,754,0
2,822,0
3,877,0
0,931,0
1,986,0
2,1041,0
3,1082,0
1,1123,0
0,1164,0
2,1205,0
1,1246,0
0,1287,0
3,1287,0
2,1287,0
0,1614,0
2,1614,0
1,1778,0
2,1778,0
3,1778,0
0,1942,0
3,1942,0
1,2106,0
1,2270,0
0,2270,0
2,2270,0
2,2434,0
3,2434,0
1,2598,0
0,2598,0
3,2598,0
2,2762,0
1,2844,0
0,2926,0
3,2926,0
1,3090,0
2,3090,0
3,3090,0
1,3254,0
0,3254,0
3,3418,0
0,3418,0
2,3582,0
3,3582,0
0,3582,0
1,3746,0
2,3746,0
1,3909,0
0,3909,0
2,3909,0
1,4073,0
2,4155,0
0,4237,0
3,4237,0
1,4401,0
0,4401,0
2,4401,0
0,4565,0
3,4565,0
3,4729,0
2,4729,0
1,4893,0
2,4893,0
0,4893,0
2,5057,0
1,5057,0
1,5221,0
0,5221,0
3,5221,0
0,5385,0
1,5549,0
2,5549,0
2,5713,0
3,5713,0
0,5713,0
1,5877,0
3,5877,0
2,6041,0
0,6041,0
1,6205,0
0,6205,0
3,6205,0
1,6368,0
2,6368,0
0,6532,0
2,6532,0
3,6532,0
1,6860,0
3,6860,0
0,7024,0
1,7024,0
2,7024,0
0,7188,0
3,7188,0
1,7352,0
2,7516,0
3,7516,0
0,7516,0
1,7680,0
0,7680,0
1,7844,0
2,7844,0
3,7844,0
2,8008,0
1,8090,0
0,8172,0
3,8172,0
1,8336,0
2,8336,0
3,8336,0
0,8500,0
3,8500,0
1,8664,0
0,8664,0
1,8827,0
2,8827,0
3,8827,0
1,8991,0
2,8991,0
2,9155,0
3,9155,0
0,9155,0
1,9319,0
2,9401,0
0,9483,0
3,9483,0
1,9647,0
0,9647,0
2,9647,0
1,9811,0
3,9811,0
2,9975,0
0,9975,0
3,10139,0
0,10139,0
1,10139,0
3,10303,0
0,10303,0
2,10467,0
3,10467,0
1,10467,0
1,10631,0
2,10713,0
0,10795,0
3,10795,0
1,10959,0
2,10959,0
3,10959,0
1,11123,0
0,11123,0
1,11286,0
0,11286,0
0,11450,0
2,11450,0
3,11450,0
2,11614,0
3,11614,0
1,11614,0
1,11778,0
0,11778,0
2,11778,0
3,11778,0
3,12147,1,12516
1,12516,1,12844
0,12844,1,13172
2,13172,1,13827
1,13827,1,14511
2,14511,1,16778
0,15713,1,16614
0,16696,1,16860
1,16778,1,16942
2,16860,1,17024
3,16942,1,17024
1,17024,0
0,17024,0
3,17393,1,17762
1,17762,1,18090
0,18090,1,18418
2,18418,1,19073
1,19073,1,19784
0,19784,1,21942
3,21942,1,22106
2,22024,1,22188
1,22106,1,22270
0,22188,1,22270
2,22270,0
3,22270,0
2,22434,0
1,22516,0
0,22598,0
1,22762,0
3,22844,0
2,22926,0
1,23090,0
2,23172,0
0,23254,0
3,23336,0
1,23336,0
2,23418,0
1,23500,0
0,23582,0
3,23582,0
1,23746,0
3,23827,0
2,23909,0
3,24073,0
2,24073,0
0,24155,0
1,24237,0
2,24319,0
3,24401,0
1,24483,0
2,24565,0
3,24647,0
0,24647,0
1,24729,0
2,24811,0
3,24893,0
0,24893,0
1,25057,0
2,25139,0
3,25221,0
0,25385,0
2,25385,0
1,25467,0
3,25549,0
1,25713,0
0,25795,0
2,25877,0
1,25959,0
3,25959,0
0,26041,0
2,26123,0
3,26205,0
0,26205,0
1,26368,0
2,26450,0
3,26532,0
1,26696,0
3,26696,0
0,26778,0
2,26860,0
1,27024,0
2,27106,0
3,27188,0
0,27270,0
2,27270,0
1,27352,0
3,27434,0
1,27516,0
0,27516,0
2,27680,0
1,27762,0
0,27844,0
1,28008,0
3,28008,0
0,28090,0
2,28172,0
1,28336,0
2,28418,0
0,28500,0
1,28582,0
3,28582,0
0,28664,0
3,28746,0
2,28827,0
1,28827,0
0,28991,0
1,29073,0
2,29155,0
3,29319,0
1,29319,0
0,29401,0
2,29483,0
0,29647,0
1,29729,0
3,29811,0
0,29893,0
2,29893,0
3,29975,0
0,30057,0
2,30139,0
3,30139,0
1,30139,1,31532
0,31532,1,31614
3,31614,1,32434
0,32024,0
0,32434,1,32598
1,32516,1,32680
2,32598,1,32762
3,32680,1,32762
1,32762,1,32844
0,32762,0
2,32926,0
0,33090,1,33172
1,33254,0
3,33418,1,33500
1,33582,0
2,33746,1,33827
0,33909,0
3,34073,1,34155
1,34237,0
2,34401,1,34483
0,34565,0
1,34729,1,34811
3,34893,0
0,35057,1,35139
2,35221,0
1,35385,1,35467
0,35549,0
2,35713,1,35795
3,35877,0
1,36041,1,36123
0,36205,0
3,36368,1,36450
2,36532,0
0,36696,1,36778
1,36860,0
2,37024,1,37106
3,37188,0
0,37352,1,37434
2,37516,0
1,37680,1,37762
3,37844,0
2,38008,1,38090
1,38172,0
0,38336,1,38418
2,38500,0
3,38664,1,38746
0,38827,0
2,38991,1,39073
1,39155,0
3,39319,1,39401
1,39483,0
2,39647,1,39729
0,39811,0
1,39975,1,40057
3,40139,0
0,40303,1,40385
2,40467,0
1,40631,1,40713
3,40795,0
2,40959,1,41041
0,41123,0
1,41286,1,41368
2,41450,0
3,41614,1,41696
1,41778,0
0,41942,1,42024
3,42106,0
2,42270,1,42352
1,42434,0
0,42598,1,42680
2,42762,0
1,42926,1,43008
3,43090,0
2,43254,1,43336
1,43254,0
1,43418,0
2,43500,0
3,43500,0
0,43582,1,43664
3,43746,0
2,43746,0
3,43909,1,43991
0,43909,0
1,44073,0
0,44155,0
3,44155,0
2,44237,1,44319
1,44401,0
0,44401,0
3,44565,1,44647
0,44565,0
1,44729,0
0,44811,0
3,44811,0
2,44893,1,44975
0,45057,0
3,45057,0
1,45221,1,45303
3,45221,0
2,45385,0
1,45467,0
3,45467,0
0,45549,1,45631
1,45631,0
2,45713,0
0,45713,0
3,45795,0
1,45877,1,45959
2,45877,0
3,46041,0
1,46123,0
0,46123,0
2,46205,1,46286
1,46368,0
0,46368,0
1,46532,1,46614
3,46532,0
2,46696,0
1,46778,0
0,46778,0
3,46860,1,46942
0,47024,0
1,47024,0
0,47188,1,47270
2,47188,0
1,47352,0
0,47434,0
3,47434,0
2,47516,1,47598
0,47680,0
3,47680,0
0,47844,1,47926
2,47844,0
1,48008,0
0,48090,0
1,48172,1,48254
2,48172,0
3,48254,0
2,48336,0
3,48418,0
2,48500,1,48582
1,48500,0
0,48500,1,48664
3,48582,0
1,48664,0
0,48746,0
2,48746,0
3,48746,0
1,48827,0
2,48909,0
3,48991,0
0,48991,0
1,48991,0
2,49073,0
0,49155,0
1,49237,0
3,49237,0
2,49237,0
0,49319,0
3,49401,0
2,49483,0
1,49483,0
0,49483,0
3,49565,0
1,49647,0
0,49647,0
2,49729,0
3,49811,0
1,49811,0
0,49811,0
2,49893,0
1,49975,0
3,50057,0
2,50057,0
0,50057,0
1,50139,0
3,50221,0
0,50303,0
2,50303,0
1,50303,0
3,50385,0
0,50467,0
1,50467,0
2,50549,0
3,50549,0
0,50549,0
1,50631,0
3,50631,0
2,50713,0
1,50795,0
0,50795,0
3,50795,0
2,50877,0
1,50959,0
0,50959,0
2,51041,0
1,51123,0
0,51123,0
3,51123,0
1,51205,0
2,51286,0
3,51286,0
0,51286,0
2,51368,0
1,51450,0
0,51450,0
3,51450,0
0,51532,0
